0:00:00.114937: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00022888183594, Phase Shift: 2.1019476964872256e-44, Phase: 110613.359375
0:00:00.221683: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00022888183594, Phase Shift: 2.1019476964872256e-44, Phase: 110614.03125
0:00:00.320699: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.0002212524414, Phase Shift: 1.961817850054744e-44, Phase: 110614.65625
0:00:00.406268: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.0002212524414, Phase Shift: 1.961817850054744e-44, Phase: 110615.1953125
0:00:00.526347: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00021362304688, Phase Shift: 1.8216880036222622e-44, Phase: 110615.953125
0:00:00.610117: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00021362304688, Phase Shift: 1.8216880036222622e-44, Phase: 110616.484375
0:00:00.726904: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00021362304688, Phase Shift: 1.8216880036222622e-44, Phase: 110617.2265625
0:00:00.812531: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00021362304688, Phase Shift: 1.8216880036222622e-44, Phase: 110617.765625
0:00:00.929536: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00021362304688, Phase Shift: 1.8216880036222622e-44, Phase: 110618.5
0:00:01.027278: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00020599365234, Phase Shift: 1.6815581571897805e-44, Phase: 110619.1171875
0:00:01.128853: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00019836425781, Phase Shift: 1.5414283107572988e-44, Phase: 110619.7578125
0:00:01.222697: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00019073486328, Phase Shift: 1.5414283107572988e-44, Phase: 110620.34375
0:00:01.329867: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00019073486328, Phase Shift: 1.5414283107572988e-44, Phase: 110621.015625
0:00:01.439164: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00019073486328, Phase Shift: 1.5414283107572988e-44, Phase: 110621.703125
0:00:01.537313: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00018310546875, Phase Shift: 1.5414283107572988e-44, Phase: 110622.3203125
0:00:01.637979: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110622.953125
0:00:01.730747: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110623.53125
0:00:01.840080: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110624.2265625
0:00:01.931782: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110624.796875
0:00:02.039911: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110625.4765625
0:00:02.128389: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110626.03125
0:00:02.243451: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110626.765625
0:00:02.328952: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110627.296875
0:00:02.445075: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110628.0234375
0:00:02.531550: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110628.5703125
0:00:02.647565: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110629.296875
0:00:02.744515: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110629.9140625
0:00:02.829990: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110630.4609375
0:00:02.939593: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110631.1484375
0:00:03.039073: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110631.7734375
0:00:03.155538: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110632.5078125
0:00:03.240094: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110633.0390625
0:00:03.335388: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110633.640625
0:00:03.441586: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110634.3125
0:00:03.559560: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110635.0546875
0:00:03.649119: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110635.625
0:00:03.763038: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110636.3359375
0:00:03.859620: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110636.9375
0:00:03.956317: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.00017547607422, Phase Shift: 1.5414283107572988e-44, Phase: 110637.546875
